"","Year","Plot","Ring","CO2","N","SR","TotalBiomass","pSR","pH","ExpYear","l.year","l.SR","l.biomass","l.RR","Trt"
"409",2000,189,4,"Camb","Namb",4,460.9,3,6,3,1.09861228866811,1.38629436111989,6.13318109972646,1.10194007876078,"Namb.Camb"
"411",2000,190,4,"Camb","Namb",1,310.1,1,5.7,3,1.09861228866811,0,5.7368948261064,0.00995033085316809,"Namb.Camb"
"412",2000,191,4,"Camb","Namb",4,104.5,2,5.3,3,1.09861228866811,1.38629436111989,4.64918707140487,0.698134722070984,"Namb.Camb"
"413",2000,192,4,"Camb","Namb",1,5.9,1,5,3,1.09861228866811,0,1.77495235091167,0.00995033085316809,"Namb.Camb"
"414",2000,193,4,"Camb","Nenrich",4,182.8,4,6.2,3,1.09861228866811,1.38629436111989,5.20839265902005,1.38879124131848,"Nenrich.Camb"
"415",2000,194,4,"Camb","Nenrich",9,261.8,7,6.2,3,1.09861228866811,2.19722457733622,5.5675808534758,1.9473377010465,"Nenrich.Camb"
"416",2000,195,4,"Camb","Nenrich",1,214.9,1,5.5,3,1.09861228866811,0,5.37017280364846,0.00995033085316809,"Nenrich.Camb"
"417",2000,196,4,"Camb","Nenrich",1,88.6,1,5.2,3,1.09861228866811,0,4.48413185761104,1.10194007876078,"Nenrich.Camb"
"418",2000,197,4,"Camb","Nenrich",4,115.2,3,5.6,3,1.09861228866811,1.38629436111989,4.74666974826179,1.10194007876078,"Nenrich.Camb"
"419",2000,198,4,"Camb","Namb",4,185.2,4,5.8,3,1.09861228866811,1.38629436111989,5.22143632221208,1.38879124131848,"Namb.Camb"
"420",2000,199,4,"Camb","Namb",1,263.8,1,5.6,3,1.09861228866811,0,5.57519124028321,0.00995033085316809,"Namb.Camb"
"423",2000,200,4,"Camb","Namb",4,206.3,3,5.1,3,1.09861228866811,1.38629436111989,5.32933142007721,1.10194007876078,"Namb.Camb"
"424",2000,201,4,"Camb","Namb",16,188.8,10,6.3,3,1.09861228866811,2.77258872223978,5.2406882537114,2.30358459332713,"Namb.Camb"
"425",2000,202,4,"Camb","Namb",1,106.5,1,6,3,1.09861228866811,0,4.66814498514948,0.00995033085316809,"Namb.Camb"
"426",2000,203,4,"Camb","Nenrich",4,355.5,3,6.2,3,1.09861228866811,1.38629436111989,5.8735252492433,1.10194007876078,"Nenrich.Camb"
"427",2000,204,4,"Camb","Nenrich",1,108.9,1,6.2,3,1.09861228866811,0,4.69043002993891,0.00995033085316809,"Nenrich.Camb"
"428",2000,205,4,"Camb","Nenrich",16,276.1,8,6.1,3,1.09861228866811,2.77258872223978,5.62076311893611,2.08069076108027,"Nenrich.Camb"
"429",2000,206,4,"Camb","Nenrich",4,136,3,6.2,3,1.09861228866811,1.38629436111989,4.91265488573605,1.10194007876078,"Nenrich.Camb"
"430",2000,207,4,"Camb","Nenrich",4,181.3,4,6.2,3,1.09861228866811,1.38629436111989,5.2001531177608,1.38879124131848,"Nenrich.Camb"
"431",2000,208,4,"Camb","Nenrich",1,511.4,1,5.5,3,1.09861228866811,0,6.23715206285709,0.00995033085316809,"Nenrich.Camb"
"432",2000,209,4,"Camb","Namb",1,234.1,1,5.6,3,1.09861228866811,0,5.45574837449687,0.00995033085316809,"Namb.Camb"
"434",2000,210,4,"Camb","Nenrich",1,354.1,1,5.9,3,1.09861228866811,0,5.86957935911786,0.00995033085316809,"Nenrich.Camb"
"435",2000,211,4,"Camb","Namb",4,175.7,4,6.2,3,1.09861228866811,1.38629436111989,5.16877799519305,1.38879124131848,"Namb.Camb"
"436",2000,212,4,"Camb","Nenrich",1,312.8,1,6.1,3,1.09861228866811,0,5.74556400867116,0.698134722070984,"Nenrich.Camb"
"437",2000,213,4,"Camb","Nenrich",16,257.6,8,6.5,3,1.09861228866811,2.77258872223978,5.5514079942302,2.08069076108027,"Nenrich.Camb"
"438",2000,214,4,"Camb","Nenrich",4,373.1,2,6.3,3,1.09861228866811,1.38629436111989,5.92184648022711,0.698134722070984,"Nenrich.Camb"
"439",2000,215,4,"Camb","Nenrich",4,134.1,4,6.5,3,1.09861228866811,1.38629436111989,4.89858579028763,1.38879124131848,"Nenrich.Camb"
"440",2000,216,4,"Camb","Namb",4,350,4,6.4,3,1.09861228866811,1.38629436111989,5.85793315448346,1.38879124131848,"Namb.Camb"
"441",2000,218,4,"Camb","Nenrich",4,79.6,3,5.8,3,1.09861228866811,1.38629436111989,4.37701409285034,1.10194007876078,"Nenrich.Camb"
"442",2000,219,4,"Camb","Nenrich",1,390.2,1,6,3,1.09861228866811,0,5.96665942818901,0.00995033085316809,"Nenrich.Camb"
"444",2000,220,4,"Camb","Namb",4,631,4,6.2,3,1.09861228866811,1.38629436111989,6.44730586254121,1.38879124131848,"Namb.Camb"
"445",2000,221,4,"Camb","Namb",4,93.3,3,6.5,3,1.09861228866811,1.38629436111989,4.5358201078533,1.10194007876078,"Namb.Camb"
"446",2000,222,4,"Camb","Namb",16,259.3,9,6.5,3,1.09861228866811,2.77258872223978,5.55798569254462,2.19833507162025,"Namb.Camb"
"447",2000,223,4,"Camb","Namb",1,70.8,1,6.8,3,1.09861228866811,0,4.25985900069967,0.00995033085316809,"Namb.Camb"
"448",2000,225,4,"Camb","Nenrich",1,223.9,1,5.9,3,1.09861228866811,0,5.41119952360471,0.00995033085316809,"Nenrich.Camb"
"449",2000,227,4,"Camb","Namb",1,65.2,1,6.2,3,1.09861228866811,0,4.17745946893261,0.00995033085316809,"Namb.Camb"
"450",2000,228,4,"Camb","Namb",1,68.3,1,6.1,3,1.09861228866811,0,4.22390976657674,0.00995033085316809,"Namb.Camb"
"451",2000,229,4,"Camb","Namb",1,35.1,1,5.9,3,1.09861228866811,0,3.55820113047182,0.00995033085316809,"Namb.Camb"
"453",2000,231,4,"Camb","Namb",1,76.2,1,5.6,3,1.09861228866811,0,4.3333614626926,0.00995033085316809,"Namb.Camb"
"454",2000,232,4,"Camb","Nenrich",9,221.5,4,6.6,3,1.09861228866811,2.19722457733622,5.40042258948519,1.38879124131848,"Nenrich.Camb"
"455",2000,233,4,"Camb","Namb",9,199.89,6,6.7,3,1.09861228866811,2.19722457733622,5.29776721524256,1.79342474854712,"Namb.Camb"
"456",2000,234,4,"Camb","Nenrich",16,299.7,8,6.2,3,1.09861228866811,2.77258872223978,5.70278197432262,2.08069076108027,"Nenrich.Camb"
"457",2000,235,4,"Camb","Namb",1,211.7,1,6.1,3,1.09861228866811,0,5.35517017814082,0.00995033085316809,"Namb.Camb"
"458",2000,236,4,"Camb","Nenrich",16,279.3,8,6.4,3,1.09861228866811,2.77258872223978,5.63228647295113,2.08069076108027,"Nenrich.Camb"
"459",2000,237,4,"Camb","Nenrich",1,150.7,1,5,3,1.09861228866811,0,5.01529110563245,0.00995033085316809,"Nenrich.Camb"
"460",2000,238,4,"Camb","Nenrich",4,108.6,3,6.1,3,1.09861228866811,1.38629436111989,4.68767140749983,1.10194007876078,"Nenrich.Camb"
"461",2000,239,4,"Camb","Namb",4,1398.7,4,6.3,3,1.09861228866811,1.38629436111989,7.24329851278526,1.38879124131848,"Namb.Camb"
"463",2000,240,4,"Camb","Nenrich",4,173.6,4,6.1,3,1.09861228866811,1.38629436111989,5.15675380222625,1.38879124131848,"Nenrich.Camb"
"464",2000,241,4,"Camb","Nenrich",1,185.3,1,5.4,3,1.09861228866811,0,5.22197613329131,0.00995033085316809,"Nenrich.Camb"
"465",2000,242,4,"Camb","Namb",4,326.46,3,5.3,3,1.09861228866811,1.38629436111989,5.78830742972589,1.10194007876078,"Namb.Camb"
"466",2000,244,4,"Camb","Namb",4,47.2,4,6.2,3,1.09861228866811,1.38629436111989,3.85439389259151,1.38879124131848,"Namb.Camb"
"527",2000,307,6,"Camb","Nenrich",16,398.2,8,6.1,3,1.09861228866811,2.77258872223978,5.9869543916301,2.08069076108027,"Nenrich.Camb"
"528",2000,309,6,"Camb","Namb",4,170.7,3,5.7,3,1.09861228866811,1.38629436111989,5.13990762980039,1.10194007876078,"Namb.Camb"
"530",2000,310,6,"Camb","Nenrich",1,229.7,1,5.7,3,1.09861228866811,0,5.43677410969505,0.00995033085316809,"Nenrich.Camb"
"531",2000,311,6,"Camb","Nenrich",16,215.09,8,6.1,3,1.09861228866811,2.77258872223978,5.37105654518834,2.08069076108027,"Nenrich.Camb"
"532",2000,312,6,"Camb","Namb",9,419.7,6,5.9,3,1.09861228866811,2.19722457733622,6.03954017033954,1.79342474854712,"Namb.Camb"
"533",2000,313,6,"Camb","Namb",4,71.5,2,5.6,3,1.09861228866811,1.38629436111989,4.26969744969996,0.698134722070984,"Namb.Camb"
"534",2000,314,6,"Camb","Namb",1,675,1,5.4,3,1.09861228866811,0,6.51471269087253,0.00995033085316809,"Namb.Camb"
"535",2000,315,6,"Camb","Namb",4,117.1,4,6,3,1.09861228866811,1.38629436111989,4.76302827060367,1.38879124131848,"Namb.Camb"
"536",2000,316,6,"Camb","Nenrich",1,331.5,1,5,3,1.09861228866811,0,5.80362780962592,0.00995033085316809,"Nenrich.Camb"
"537",2000,317,6,"Camb","Nenrich",4,572.26,4,5.9,3,1.09861228866811,1.38629436111989,6.34959343355985,1.38879124131848,"Nenrich.Camb"
"538",2000,318,6,"Camb","Nenrich",1,237.8,1,5.3,3,1.09861228866811,0,5.47142998425668,0.00995033085316809,"Nenrich.Camb"
"539",2000,319,6,"Camb","Nenrich",4,474.4,2,6.3,3,1.09861228866811,1.38629436111989,6.16205084768352,0.698134722070984,"Nenrich.Camb"
"541",2000,321,6,"Camb","Nenrich",16,228.08,6,6.3,3,1.09861228866811,2.77258872223978,5.42969644460442,1.79342474854712,"Nenrich.Camb"
"542",2000,322,6,"Camb","Namb",1,77.5,1,5,3,1.09861228866811,0,4.3502779363593,0.00995033085316809,"Namb.Camb"
"543",2000,323,6,"Camb","Namb",1,73.1,1,5.8,3,1.09861228866811,0,4.29182836675573,0.00995033085316809,"Namb.Camb"
"544",2000,325,6,"Camb","Namb",4,156.7,4,6,3,1.09861228866811,1.38629436111989,5.05433314936197,1.38879124131848,"Namb.Camb"
"545",2000,326,6,"Camb","Nenrich",4,226.5,3,6.2,3,1.09861228866811,1.38629436111989,5.42274494492309,1.10194007876078,"Nenrich.Camb"
"546",2000,327,6,"Camb","Nenrich",1,232.6,1,5.5,3,1.09861228866811,0,5.44932024008456,0.698134722070984,"Nenrich.Camb"
"547",2000,328,6,"Camb","Nenrich",4,299.3,4,6.3,3,1.09861228866811,1.38629436111989,5.70144641485865,1.38879124131848,"Nenrich.Camb"
"548",2000,329,6,"Camb","Namb",1,58.9,1,5.5,3,1.09861228866811,0,4.07584109065754,0.00995033085316809,"Namb.Camb"
"550",2000,330,6,"Camb","Namb",1,251.8,1,4.9,3,1.09861228866811,0,5.52863512161025,0.00995033085316809,"Namb.Camb"
"551",2000,331,6,"Camb","Namb",1,174.5,1,5.9,3,1.09861228866811,0,5.16192474164248,0.00995033085316809,"Namb.Camb"
"552",2000,332,6,"Camb","Namb",4,196.7,3,5.9,3,1.09861228866811,1.38629436111989,5.28167972539501,1.10194007876078,"Namb.Camb"
"553",2000,333,6,"Camb","Nenrich",1,115.5,1,5.4,3,1.09861228866811,0,4.74927052996185,0.00995033085316809,"Nenrich.Camb"
"554",2000,334,6,"Camb","Namb",4,293,3,5.9,3,1.09861228866811,1.38629436111989,5.68017260901707,1.10194007876078,"Namb.Camb"
"555",2000,335,6,"Camb","Nenrich",9,403.5,6,6,3,1.09861228866811,2.19722457733622,6.00017648771,1.79342474854712,"Nenrich.Camb"
"556",2000,336,6,"Camb","Namb",1,58.7,1,6.3,3,1.09861228866811,0,4.07243972683405,0.00995033085316809,"Namb.Camb"
"557",2000,337,6,"Camb","Namb",4,653,4,6.2,3,1.09861228866811,1.38629436111989,6.48157712927643,1.38879124131848,"Namb.Camb"
"558",2000,338,6,"Camb","Nenrich",1,777.6,1,6.6,3,1.09861228866811,0,6.65621225314623,0.00995033085316809,"Nenrich.Camb"
"559",2000,339,6,"Camb","Namb",1,212,1,6.1,3,1.09861228866811,0,5.35658627467201,0.00995033085316809,"Namb.Camb"
"560",2000,340,6,"Camb","Nenrich",4,170.8,4,5.3,3,1.09861228866811,1.38629436111989,5.14049328135447,1.38879124131848,"Nenrich.Camb"
"561",2000,342,6,"Camb","Nenrich",1,4.3,1,5.4,3,1.09861228866811,0,1.45861502269952,0.00995033085316809,"Nenrich.Camb"
"562",2000,343,6,"Camb","Namb",1,229.6,1,5.8,3,1.09861228866811,0,5.43633866444541,0.00995033085316809,"Namb.Camb"
"563",2000,344,6,"Camb","Namb",16,310.66,6,5.9,3,1.09861228866811,2.77258872223978,5.73869906655976,1.79342474854712,"Namb.Camb"
"564",2000,345,6,"Camb","Namb",1,290.6,1,6,3,1.09861228866811,0,5.67194775113618,0.00995033085316809,"Namb.Camb"
"565",2000,346,6,"Camb","Namb",4,43.85,4,6,3,1.09861228866811,1.38629436111989,3.78077471881819,1.38879124131848,"Namb.Camb"
"566",2000,347,6,"Camb","Namb",1,105.1,1,5.1,3,1.09861228866811,0,4.65491227788291,0.00995033085316809,"Namb.Camb"
"567",2000,348,6,"Camb","Nenrich",4,346.9,3,5.8,3,1.09861228866811,1.38629436111989,5.8490365539757,1.10194007876078,"Nenrich.Camb"
"568",2000,349,6,"Camb","Nenrich",1,689.8,1,4.9,3,1.09861228866811,0,6.53640170050274,0.00995033085316809,"Nenrich.Camb"
"570",2000,350,6,"Camb","Nenrich",4,475.07,2,5.1,3,1.09861228866811,1.38629436111989,6.16346216159803,0.698134722070984,"Nenrich.Camb"
"571",2000,351,6,"Camb","Nenrich",4,189.5,2,5.5,3,1.09861228866811,1.38629436111989,5.24438902452248,0.698134722070984,"Nenrich.Camb"
"572",2000,352,6,"Camb","Nenrich",1,189.5,1,6,3,1.09861228866811,0,5.24438902452248,0.00995033085316809,"Nenrich.Camb"
"573",2000,353,6,"Camb","Nenrich",4,147.5,3,5.7,3,1.09861228866811,1.38629436111989,4.99382817577987,1.10194007876078,"Nenrich.Camb"
"574",2000,354,6,"Camb","Nenrich",16,444,8,6.5,3,1.09861228866811,2.77258872223978,6.09582456243222,2.08069076108027,"Nenrich.Camb"
"575",2000,355,6,"Camb","Namb",16,338.42,8,6.2,3,1.09861228866811,2.77258872223978,5.82428772764048,2.08069076108027,"Namb.Camb"
"576",2000,357,6,"Camb","Nenrich",9,403,5,5.1,3,1.09861228866811,2.19722457733622,5.99893656194668,1.61143591509677,"Nenrich.Camb"
"577",2000,358,6,"Camb","Namb",16,106.66,9,5.6,3,1.09861228866811,2.77258872223978,4.66964620517246,2.19833507162025,"Namb.Camb"
"578",2000,359,6,"Camb","Namb",4,79.6,3,5.4,3,1.09861228866811,1.38629436111989,4.37701409285034,1.10194007876078,"Namb.Camb"
"580",2000,361,6,"Camb","Namb",9,95.1,7,6.3,3,1.09861228866811,2.19722457733622,4.55492896955134,1.9473377010465,"Namb.Camb"
"581",2000,362,6,"Camb","Nenrich",1,175.7,1,5.3,3,1.09861228866811,0,5.16877799519305,0.00995033085316809,"Nenrich.Camb"
"582",2000,363,6,"Camb","Namb",4,456.3,3,5.1,3,1.09861228866811,1.38629436111989,6.12315048793336,1.10194007876078,"Namb.Camb"
"583",2000,364,6,"Camb","Namb",4,52.9,5,5.4,3,1.09861228866811,1.38629436111989,3.96840333886425,1.61143591509677,"Namb.Camb"
"584",2000,365,6,"Camb","Nenrich",4,240.6,4,5.4,3,1.09861228866811,1.38629436111989,5.48313580354058,1.38879124131848,"Nenrich.Camb"
"585",2000,366,6,"Camb","Nenrich",1,247.4,1,5.4,3,1.09861228866811,0,5.51100645995839,0.00995033085316809,"Nenrich.Camb"
"611",2000,62,2,"Camb","Namb",4,138.2,5,6.3,3,1.09861228866811,1.38629436111989,4.92870191133357,1.61143591509677,"Namb.Camb"
"612",2000,63,2,"Camb","Namb",4,75.8,4,5.8,3,1.09861228866811,1.38629436111989,4.32809829264833,1.38879124131848,"Namb.Camb"
"613",2000,64,2,"Camb","Nenrich",16,323,9,5.5,3,1.09861228866811,2.77258872223978,5.77765232322266,2.19833507162025,"Nenrich.Camb"
"614",2000,65,2,"Camb","Nenrich",9,408.24,6,6.4,3,1.09861228866811,2.19722457733622,6.01185523675572,1.79342474854712,"Nenrich.Camb"
"615",2000,67,2,"Camb","Namb",16,221.91,9,6.5,3,1.09861228866811,2.77258872223978,5.40227189426789,2.19833507162025,"Namb.Camb"
"616",2000,68,2,"Camb","Nenrich",1,278.6,1,6.1,3,1.09861228866811,0,5.62977706134571,0.00995033085316809,"Nenrich.Camb"
"617",2000,69,2,"Camb","Namb",16,188.93,8,6.5,3,1.09861228866811,2.77258872223978,5.24137657608523,2.08069076108027,"Namb.Camb"
"618",2000,70,2,"Camb","Namb",1,282.7,1,6.1,3,1.09861228866811,0,5.64438626469954,0.00995033085316809,"Namb.Camb"
"619",2000,71,2,"Camb","Nenrich",1,346.6,1,6.1,3,1.09861228866811,0,5.84817137728151,0.00995033085316809,"Nenrich.Camb"
"621",2000,74,2,"Camb","Nenrich",4,526.1,5,6.1,3,1.09861228866811,1.38629436111989,6.26549130873676,1.61143591509677,"Nenrich.Camb"
"622",2000,75,2,"Camb","Nenrich",4,424.2,4,6.3,3,1.09861228866811,1.38629436111989,6.05020504213058,1.38879124131848,"Nenrich.Camb"
"623",2000,76,2,"Camb","Nenrich",4,260.8,4,6.2,3,1.09861228866811,1.38629436111989,5.5637538300525,1.38879124131848,"Nenrich.Camb"
"624",2000,77,2,"Camb","Namb",1,46.6,1,5.9,3,1.09861228866811,0,3.8416005411316,0.00995033085316809,"Namb.Camb"
"625",2000,78,2,"Camb","Namb",4,258.8,3,6.6,3,1.09861228866811,1.38629436111989,5.55605556262675,1.10194007876078,"Namb.Camb"
"626",2000,79,2,"Camb","Nenrich",4,331,4,6.3,3,1.09861228866811,1.38629436111989,5.80211837537706,1.38879124131848,"Nenrich.Camb"
"628",2000,80,2,"Camb","Namb",4,108.6,4,6.2,3,1.09861228866811,1.38629436111989,4.68767140749983,1.38879124131848,"Namb.Camb"
"629",2000,81,2,"Camb","Nenrich",1,88.5,1,6.4,3,1.09861228866811,0,4.48300255201388,0.00995033085316809,"Nenrich.Camb"
"630",2000,82,2,"Camb","Namb",4,75.9,5,6.3,3,1.09861228866811,1.38629436111989,4.32941668440158,1.61143591509677,"Namb.Camb"
"632",2000,85,2,"Camb","Nenrich",4,269.6,3,5.8,3,1.09861228866811,1.38629436111989,5.59693937903815,1.10194007876078,"Nenrich.Camb"
"633",2000,86,2,"Camb","Nenrich",4,163.71,2,6.1,3,1.09861228866811,1.38629436111989,5.09809656986625,0.698134722070984,"Nenrich.Camb"
"634",2000,88,2,"Camb","Nenrich",4,178.1,2,5.8,3,1.09861228866811,1.38629436111989,5.18234519029562,0.698134722070984,"Nenrich.Camb"
"635",2000,89,2,"Camb","Namb",4,105.52,2,6.2,3,1.09861228866811,1.38629436111989,4.65890050840906,0.698134722070984,"Namb.Camb"
"637",2000,90,2,"Camb","Namb",1,224.9,1,6.6,3,1.09861228866811,0,5.41565585896527,0.00995033085316809,"Namb.Camb"
"639",2000,93,2,"Camb","Namb",4,512.5,6,6.1,3,1.09861228866811,1.38629436111989,6.23930071101256,1.79342474854712,"Namb.Camb"
"640",2000,94,2,"Camb","Nenrich",1,28,1,5.4,3,1.09861228866811,0,3.3322045101752,0.00995033085316809,"Nenrich.Camb"
"641",2000,95,2,"Camb","Nenrich",4,284.9,3,6.3,3,1.09861228866811,1.38629436111989,5.65213824150386,1.10194007876078,"Nenrich.Camb"
"642",2000,96,2,"Camb","Nenrich",1,496.2,1,6.4,3,1.09861228866811,0,6.2069790712577,0.00995033085316809,"Nenrich.Camb"
"643",2000,97,2,"Camb","Nenrich",9,225.9,6,6.8,3,1.09861228866811,2.19722457733622,5.42009242347396,1.79342474854712,"Nenrich.Camb"
"644",2000,98,2,"Camb","Nenrich",4,252.5,4,6.3,3,1.09861228866811,1.38629436111989,5.53141124871541,1.38879124131848,"Nenrich.Camb"
"645",2000,99,2,"Camb","Nenrich",1,871.3,1,6.2,3,1.09861228866811,0,6.76998634923724,0.00995033085316809,"Nenrich.Camb"
"648",2001,100,2,"Camb","Namb",1,226.09,1,5.1,4,1.38629436111989,0,5.42093315008823,0.00995033085316809,"Namb.Camb"
"649",2001,101,2,"Camb","Nenrich",1,358.54,1,5.3,4,1.38629436111989,0,5.88204022982669,0.698134722070984,"Nenrich.Camb"
"650",2001,102,2,"Camb","Namb",1,608.43,1,5.9,4,1.38629436111989,0,6.41088186883415,0.00995033085316809,"Namb.Camb"
"651",2001,103,2,"Camb","Nenrich",1,256.99,1,5.8,4,1.38629436111989,0,5.54903717363235,0.00995033085316809,"Nenrich.Camb"
"652",2001,104,2,"Camb","Namb",16,470.4,12,6.3,4,1.38629436111989,2.77258872223978,6.15358339658442,2.48573963609189,"Namb.Camb"
"653",2001,105,2,"Camb","Namb",4,68.9,3,6,4,1.38629436111989,1.38629436111989,4.23265617801961,1.10194007876078,"Namb.Camb"
"654",2001,106,2,"Camb","Namb",9,401.2,5,6.2,4,1.38629436111989,2.19722457733622,5.99446005608778,1.61143591509677,"Namb.Camb"
"655",2001,107,2,"Camb","Namb",16,336.7,11,6.2,4,1.38629436111989,2.77258872223978,5.81919232616703,2.39880395073459,"Namb.Camb"
"656",2001,108,2,"Camb","Nenrich",16,642.7,8,5.6,4,1.38629436111989,2.77258872223978,6.46567805237724,2.08069076108027,"Nenrich.Camb"
"657",2001,109,2,"Camb","Namb",1,137.14,1,5.8,4,1.38629436111989,0,4.92100230185622,0.00995033085316809,"Namb.Camb"
"658",2001,110,2,"Camb","Nenrich",16,339.6,8,6.3,4,1.38629436111989,2.77258872223978,5.82776845443719,2.08069076108027,"Nenrich.Camb"
"659",2001,111,2,"Camb","Namb",1,122.69,1,5.9,4,1.38629436111989,0,4.80966084880309,0.00995033085316809,"Namb.Camb"
"660",2001,112,2,"Camb","Nenrich",1,324.47,1,5.3,4,1.38629436111989,0,5.78219308194743,0.00995033085316809,"Nenrich.Camb"
"661",2001,113,2,"Camb","Nenrich",1,143.79,1,5.3,4,1.38629436111989,0,4.96835390183965,0.00995033085316809,"Nenrich.Camb"
"662",2001,114,2,"Camb","Nenrich",4,429.6,4,5.3,4,1.38629436111989,1.38629436111989,6.06285454319466,1.38879124131848,"Nenrich.Camb"
"663",2001,115,2,"Camb","Namb",1,46.62,1,5.5,4,1.38629436111989,0,3.84202963360761,1.10194007876078,"Namb.Camb"
"664",2001,116,2,"Camb","Namb",1,127.94,1,5.3,4,1.38629436111989,0,4.85156140402199,0.00995033085316809,"Namb.Camb"
"665",2001,118,2,"Camb","Nenrich",16,409.1,8,5.9,4,1.38629436111989,2.77258872223978,6.01395962493535,2.08069076108027,"Nenrich.Camb"
"667",2001,120,2,"Camb","Namb",4,148.9,4,5.2,4,1.38629436111989,1.38629436111989,5.00327493968996,1.38879124131848,"Namb.Camb"
"668",2001,121,2,"Camb","Namb",4,98.8,5,5.8,4,1.38629436111989,1.38629436111989,4.59309760475382,1.61143591509677,"Namb.Camb"
"669",2001,122,2,"Camb","Namb",1,192.46,1,5.1,4,1.38629436111989,0,5.25988833992825,0.00995033085316809,"Namb.Camb"
"729",2001,184,4,"Camb","Namb",16,538,11,5.7,4,1.38629436111989,2.77258872223978,6.28785856016178,2.39880395073459,"Namb.Camb"
"730",2001,187,4,"Camb","Namb",9,139.2,6,4.6,4,1.38629436111989,2.19722457733622,4.93591174790032,1.79342474854712,"Namb.Camb"
"731",2001,188,4,"Camb","Namb",16,497.68,9,5.2,4,1.38629436111989,2.77258872223978,6.20995730020676,2.19833507162025,"Namb.Camb"
"732",2001,189,4,"Camb","Namb",4,445.5,3,5.7,4,1.38629436111989,1.38629436111989,6.09919724691086,1.10194007876078,"Namb.Camb"
"734",2001,190,4,"Camb","Namb",1,232.4,1,4.6,4,1.38629436111989,0,5.44846002497776,0.00995033085316809,"Namb.Camb"
"735",2001,191,4,"Camb","Namb",4,188,5,4.9,4,1.38629436111989,1.38629436111989,5.23644196282995,1.61143591509677,"Namb.Camb"
"736",2001,192,4,"Camb","Namb",1,8.74,1,4.7,4,1.38629436111989,0,2.16791018966744,0.00995033085316809,"Namb.Camb"
"737",2001,193,4,"Camb","Nenrich",4,277.7,3,4.7,4,1.38629436111989,1.38629436111989,5.62654139431275,1.10194007876078,"Nenrich.Camb"
"738",2001,194,4,"Camb","Nenrich",9,374,8,5.6,4,1.38629436111989,2.19722457733622,5.92425579741453,2.08069076108027,"Nenrich.Camb"
"739",2001,195,4,"Camb","Nenrich",1,172.78,1,5.2,4,1.38629436111989,0,5.15201910893074,1.10194007876078,"Nenrich.Camb"
"740",2001,196,4,"Camb","Nenrich",1,37.86,1,4.6,4,1.38629436111989,0,3.63389514578118,0.00995033085316809,"Nenrich.Camb"
"741",2001,197,4,"Camb","Nenrich",4,279.3,3,5.7,4,1.38629436111989,1.38629436111989,5.63228647295113,1.10194007876078,"Nenrich.Camb"
"742",2001,198,4,"Camb","Namb",4,145,4,5,4,1.38629436111989,1.38629436111989,4.97673374242057,1.38879124131848,"Namb.Camb"
"743",2001,199,4,"Camb","Namb",1,308.47,1,4.8,4,1.38629436111989,0,5.73162459388429,0.00995033085316809,"Namb.Camb"
"746",2001,200,4,"Camb","Namb",4,106.3,3,4.4,4,1.38629436111989,1.38629436111989,4.6662652853479,1.10194007876078,"Namb.Camb"
"747",2001,201,4,"Camb","Namb",16,392.11,11,4.8,4,1.38629436111989,2.77258872223978,5.97154241267111,2.39880395073459,"Namb.Camb"
"748",2001,202,4,"Camb","Namb",1,134.22,1,5.7,4,1.38629436111989,0,4.89948024473009,0.00995033085316809,"Namb.Camb"
"749",2001,203,4,"Camb","Nenrich",4,305.5,3,5.4,4,1.38629436111989,1.38629436111989,5.72194977861165,1.10194007876078,"Nenrich.Camb"
